Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Dim,Mix Block Dim,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
0,4294967295,0,47,mandatory_handoff,mandatory_handoff,dynamic,MIX_AIC,1780830800965062.890	,10.000,0,1,1,NO,N/A,N/A,N/A,N/A,N/A,N/A,0,8.959,16126,0.958,0.107,4.457,0.497,0.704,0.079,3.621,0.404,1.885,0.21,0.057,9.518,17132,0.038,0.004,3.142,0.33,0.474,0.05,0.354,0.037,0.178,4.479
0,4294967295,1,47,mandatory_handoff,mandatory_handoff,dynamic,MIX_AIC,1780830800965123.134	,8.616,50.250000,1,1,NO,N/A,N/A,N/A,N/A,N/A,N/A,0,7.858,14145,0.958,0.122,4.105,0.522,0.704,0.09,2.264,0.288,1.722,0.219,0.058,8.148,14666,0.038,0.005,1.757,0.216,0.14,0.017,0.124,0.015,0.163,4.560
0,4294967295,3,47,mandatory_handoff,mandatory_handoff,dynamic,MIX_AIC,1780830800965216.674	,9.220,84.884000,1,1,NO,N/A,N/A,N/A,N/A,N/A,N/A,0,8.123,14622,0.958,0.118,4.524,0.557,0.704,0.087,2.389,0.294,1.758,0.216,0.057,8.737,15727,0.038,0.004,3.128,0.358,0.464,0.053,0.441,0.05,0.178,4.405
0,4294967295,4,47,mandatory_handoff,mandatory_handoff,dynamic,MIX_AIC,1780830800965249.614	,8.680,23.530000,1,1,NO,N/A,N/A,N/A,N/A,N/A,N/A,0,7.874,14173,0.958,0.122,4.015,0.51,0.704,0.089,2.396,0.304,1.701,0.216,0.058,8.193,14747,0.038,0.005,1.746,0.213,0.149,0.018,0.133,0.016,0.189,4.536
0,4294967295,6,47,mandatory_handoff,mandatory_handoff,dynamic,MIX_AIC,1780830800965294.974	,9.260,36.820000,1,1,NO,N/A,N/A,N/A,N/A,N/A,N/A,0,7.934,14282,0.958,0.121,4.259,0.537,0.704,0.089,2.159,0.272,1.738,0.219,0.056,8.746,15742,0.038,0.004,3.161,0.361,0.478,0.055,0.476,0.054,0.189,4.284
0,4294967295,7,47,mandatory_handoff,mandatory_handoff,dynamic,MIX_AIC,1780830800965326.734	,8.920,22.490000,1,1,NO,N/A,N/A,N/A,N/A,N/A,N/A,0,8.099,14579,0.958,0.118,4.289,0.53,0.704,0.087,2.19,0.27,1.762,0.218,0.057,8.417,15150,0.038,0.005,1.687,0.2,0.148,0.018,0.145,0.017,0.174,4.540
0,4294967295,9,47,mandatory_handoff,mandatory_handoff,dynamic,MIX_AIC,1780830800965370.358	,7.100,34.580000,1,1,NO,N/A,N/A,N/A,N/A,N/A,N/A,0,5.689,10241,0.958,0.168,2.8,0.492,0.704,0.124,2.252,0.396,1.394,0.245,0.056,6.568,11822,0.038,0.006,3.081,0.469,0.467,0.071,0.426,0.065,0.172,4.007
0,4294967295,10,47,mandatory_handoff,mandatory_handoff,dynamic,MIX_AIC,1780830800965393.198	,6.500,15.900000,1,1,NO,N/A,N/A,N/A,N/A,N/A,N/A,0,5.596,10073,0.958,0.171,2.791,0.499,0.704,0.126,2.112,0.377,1.358,0.243,0.057,5.977,10758,0.038,0.006,1.897,0.317,0.16,0.027,0.134,0.022,0.172,4.305
0,4294967295,11,47,mandatory_handoff,mandatory_handoff,dynamic,MIX_AIC,1780830800965433.198	,7.300,33.500000,1,1,NO,N/A,N/A,N/A,N/A,N/A,N/A,0,5.891,10603,0.958,0.163,3.029,0.514,0.704,0.12,2.144,0.364,1.338,0.227,0.057,6.759,12167,0.038,0.006,3.181,0.471,0.485,0.072,0.472,0.07,0.182,4.035
0,4294967295,13,47,mandatory_handoff,mandatory_handoff,dynamic,MIX_AIC,1780830800965485.118	,6.760,44.450000,1,1,NO,N/A,N/A,N/A,N/A,N/A,N/A,0,5.834,10501,0.958,0.164,2.822,0.484,0.704,0.121,2.278,0.39,1.346,0.231,0.058,6.212,11182,0.038,0.006,1.638,0.264,0.157,0.025,0.15,0.024,0.189,4.315
